School ID,School name,School division,School type,City,Address,Website,General email,Phone,Principal,Vice-principal,Graduation coordinator,Administrative assistant,Student leadership contact,Approximate enrolment,Approximate graduating class,Graduation date,Graduation venue,Graduation page,Opportunity tier,Opportunity score,Main approval route,Main contact,Backup contact,Notes,Source URLs,Date verified
SCH-011,Bethlehem Catholic High School,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools,Urban Catholic high school,Saskatoon,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.gscs.ca/bet,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",David Buttinger,Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 1,000–1,300 students; verify with school.",Estimated 200–300 graduates; verify with school.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 1,91,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools main office — 306-659-7000,Current vice-principal was publicly identified; current principal and graduation coordinator require direct confirmation.,https://www.gscs.ca/bet; https://www.gscs.ca/,2026-06-26
SCH-012,Bishop James Mahoney High School,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools,Urban Catholic high school,Saskatoon,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.gscs.ca/bjm,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Cheryl Fenrich,"Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 900–1,200 students; verify with school.",Estimated 180–260 graduates; verify with school.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 1,89,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",Cheryl Fenrich,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools main office — 306-659-7000,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.gscs.ca/bjm; https://www.gscs.ca/,2026-06-26
SCH-013,Bishop Murray High School,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools,Catholic alternative high school,Saskatoon,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.gscs.ca/bmu,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 150–350 learners; verify with school.,Program-dependent graduating cohort; verify with school.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 3,61,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools main office — 306-659-7000,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.gscs.ca/bmu; https://www.gscs.ca/,2026-06-26
SCH-014,E.D. Feehan Catholic High School,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools,Urban Catholic high school,Saskatoon,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.gscs.ca/edf,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 700–1,000 students; verify with school.",Estimated 120–200 graduates; verify with school.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 1,84,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools main office — 306-659-7000,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.gscs.ca/edf; https://www.gscs.ca/,2026-06-26
SCH-015,Holy Cross High School,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools,Urban Catholic high school,Saskatoon,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.gscs.ca/hch,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Krista Hayes,"Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 1,200–1,500 students; verify with school.",Estimated 250–350 graduates; verify with school.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 1,93,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",Krista Hayes,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools main office — 306-659-7000,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.gscs.ca/hch; https://www.gscs.ca/,2026-06-26
SCH-016,Oskāyak High School,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools,Catholic Indigenous high school,Saskatoon,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.gscs.ca/osk,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Estimated 150–300 students; verify with school.,Estimated 25–70 graduates; verify with school.,2026-06-24 — Confirmed,"TCU Place, Sid Buckwold Theatre",https://tcuplace.com/event/oskayak-high-school-graduation/,Tier 1,86,School/GSCS approval and TCU Place approval are both likely required; culturally appropriate product design must be approved.,School office / principal routing,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools main office — 306-659-7000,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.gscs.ca/osk; https://www.gscs.ca/,2026-06-26
SCH-017,St. Joseph High School,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools,Urban Catholic high school,Saskatoon,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.gscs.ca/jos,St.Joseph@gscs.ca,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Jason Benson,"Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 1,200–1,600 students; verify with school.",Estimated 250–380 graduates; verify with school.,2026 graduation information page confirmed; exact ceremony date was not captured.,"Not publicly available after official school calendar, graduation-page and venue searches.",https://www.gscs.ca/jos/graduation,Tier 1,94,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",Jason Benson,St. Paul’s Roman Catholic Separate School Division No. 20 / Greater Saskatoon Catholic Schools main office — 306-659-7000,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.gscs.ca/jos; https://www.gscs.ca/,2026-06-26
SCH-018,Balfour Collegiate,Regina School Division No. 4,Urban public collegiate,Regina,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.reginapublicschools.ca/high-schools,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 800–1,600 students depending school; verify directly.",Estimated 150–350 graduates depending school; verify directly.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 1,86,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Regina School Division No. 4 main office — 306-523-3000,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.reginapublicschools.ca/high-schools; https://www.reginapublicschools.ca/,2026-06-26
SCH-019,Campbell Collegiate,Regina School Division No. 4,Urban public collegiate,Regina,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.reginapublicschools.ca/high-schools,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 800–1,600 students depending school; verify directly.",Estimated 150–350 graduates depending school; verify directly.,2026-06-24 — Confirmed,Conexus Arts Centre,https://conexusartscentre.ca/,Tier 1,93,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Regina School Division No. 4 main office — 306-523-3000,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.reginapublicschools.ca/high-schools; https://www.reginapublicschools.ca/,2026-06-26
SCH-020,F.W. Johnson Collegiate,Regina School Division No. 4,Urban public collegiate,Regina,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.reginapublicschools.ca/high-schools,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 800–1,600 students depending school; verify directly.",Estimated 150–350 graduates depending school; verify directly.,2026-06-23 — Confirmed,Conexus Arts Centre,https://conexusartscentre.ca/,Tier 1,89,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Regina School Division No. 4 main office — 306-523-3000,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.reginapublicschools.ca/high-schools; https://www.reginapublicschools.ca/,2026-06-26
SCH-021,Martin Collegiate,Regina School Division No. 4,Urban public collegiate,Regina,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",https://www.reginapublicschools.ca/high-schools,"Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.",Not publicly identified.,"Not publicly identified after official school, division, staff-directory and graduation-page checks.","Not publicly identified after official school, division, staff-directory and graduation-page checks.","Estimated 800–1,600 students depending school; verify directly.",Estimated 150–350 graduates depending school; verify directly.,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official school calendar, graduation-page and venue searches.","Not publicly available after checks of the official organization or school website, staff/contact directory, board or event page, and targeted role search; phone or contact-form routing is required.",Tier 2,83,"School-level approval likely through the principal and graduation committee; division review may be required for contracts, fundraising, logo use or revenue sharing; outside-venue approval is also required when the ceremony is off-site.",School office / principal routing,Regina School Division No. 4 main office — 306-523-3000,"Graduation coordinator was not publicly identified. Recommended phone question: 'Who is the staff member leading the next Grade 12 graduation, and who approves an outside flower or keepsake vendor?'",https://www.reginapublicschools.ca/high-schools; https://www.reginapublicschools.ca/,2026-06-26
