Event ID,School,Division,Event name,Confirmed or estimated date,Ceremony time,Venue,Venue operator,City,Approximate graduates,Estimated attendance,Primary school contact,Venue contact,Existing vendor,Product fit,Approval authority,Opportunity score,Opportunity tier,Recommended next step,Source,Date verified
EVT-100,Bert Fox Community High School,Prairie Valley School Division No. 208,Bert Fox Community High School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Fort Qu’Appelle,Estimated 15–170 graduates; verify.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,72,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
EVT-101,Indian Head High School,Prairie Valley School Division No. 208,Indian Head High School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Indian Head,Estimated 15–170 graduates; verify.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,68,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
EVT-102,Balcarres Community School,Prairie Valley School Division No. 208,Balcarres Community School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Balcarres,Estimated 15–170 graduates; verify.,Estimated 75–400 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Moderate: preorder-first pilot with limited inventory.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,62,Tier 3,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
EVT-103,Grenfell High Community School,Prairie Valley School Division No. 208,Grenfell High Community School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Grenfell,Estimated 15–170 graduates; verify.,Estimated 75–400 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Moderate: preorder-first pilot with limited inventory.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,60,Tier 3,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
EVT-104,Kipling School,Prairie Valley School Division No. 208,Kipling School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Kipling,Estimated 15–170 graduates; verify.,Estimated 75–400 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Moderate: preorder-first pilot with limited inventory.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,60,Tier 3,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
EVT-105,Wolseley High School,Prairie Valley School Division No. 208,Wolseley High School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Wolseley,Estimated 15–170 graduates; verify.,Estimated 75–400 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Moderate: preorder-first pilot with limited inventory.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,59,Tier 3,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.pvsd.ca/; https://www.pvsd.ca/,2026-06-26
EVT-106,Rosetown Central High School,Sun West School Division No. 207,Rosetown Central High School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Rosetown,Estimated 10–140 graduates; verify.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,72,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
EVT-107,Kindersley Composite School,Sun West School Division No. 207,Kindersley Composite School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Kindersley,Estimated 10–140 graduates; verify.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,78,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
EVT-108,Outlook High School,Sun West School Division No. 207,Outlook High School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Outlook,Estimated 10–140 graduates; verify.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,70,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
EVT-109,Biggar Central School 2000,Sun West School Division No. 207,Biggar Central School 2000 Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Biggar,Estimated 10–140 graduates; verify.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,68,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
EVT-110,Unity Composite High School,Sun West School Division No. 207,Unity Composite High School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Unity,Estimated 10–140 graduates; verify.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,70,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
EVT-111,McLurg High School,Sun West School Division No. 207,McLurg High School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Wilkie,Estimated 10–140 graduates; verify.,Estimated 75–400 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Moderate: preorder-first pilot with limited inventory.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,62,Tier 3,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
EVT-112,Kerrobert Composite School,Sun West School Division No. 207,Kerrobert Composite School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Kerrobert,Estimated 10–140 graduates; verify.,Estimated 75–400 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Moderate: preorder-first pilot with limited inventory.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,60,Tier 3,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
EVT-113,Elrose Composite School,Sun West School Division No. 207,Elrose Composite School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Elrose,Estimated 10–140 graduates; verify.,Estimated 75–400 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Moderate: preorder-first pilot with limited inventory.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,58,Tier 3,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
EVT-114,Eatonia School,Sun West School Division No. 207,Eatonia School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Eatonia,Estimated 10–140 graduates; verify.,Estimated 75–400 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Moderate: preorder-first pilot with limited inventory.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,54,Tier 4,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.sunwestsd.ca/; https://www.sunwestsd.ca/,2026-06-26
EVT-115,École canadienne-française – Pavillon Gustave-Dubois,Conseil des écoles fransaskoises No. 310,École canadienne-française – Pavillon Gustave-Dubois Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Saskatoon,Estimated 10–70 graduates; verify.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,70,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://ecolefrancophone.com/; https://ecolefrancophone.com/,2026-06-26
EVT-116,École Monseigneur de Laval – Pavillon des Quatre Vents,Conseil des écoles fransaskoises No. 310,École Monseigneur de Laval – Pavillon des Quatre Vents Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Regina,Estimated 10–70 graduates; verify.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,70,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://ecolefrancophone.com/; https://ecolefrancophone.com/,2026-06-26
EVT-117,École Mathieu de Gravelbourg,Conseil des écoles fransaskoises No. 310,École Mathieu de Gravelbourg Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Gravelbourg,Estimated 10–70 graduates; verify.,Estimated 75–400 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Moderate: preorder-first pilot with limited inventory.,School principal/graduation committee; division review may apply; venue approval must be added once venue is known,60,Tier 3,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://ecolefrancophone.com/; https://ecolefrancophone.com/,2026-06-26
EVT-118,Luther College High School,Independent school / no provincial division row,Luther College High School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Regina,Estimated 20–150 graduates; verify directly.,"Estimated 600–1,800 guests based on a large urban graduating class; confirm ticketing and venue capacity.",School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,"Very strong: flowers, bears, necklaces, approved school apparel/keepsakes and family preorder bundles.",School/independent-school leadership plus venue approval,86,Tier 1,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.luthercollege.edu/high-school/; https://www.luthercollege.edu/high-school/,2026-06-26
EVT-119,Athol Murray College of Notre Dame,Independent school / no provincial division row,Athol Murray College of Notre Dame Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Wilcox,Estimated 20–150 graduates; verify directly.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School/independent-school leadership plus venue approval,78,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.notredame.ca/; https://www.notredame.ca/,2026-06-26
EVT-120,Regina Christian School,Independent school / no provincial division row,Regina Christian School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Regina,Estimated 20–150 graduates; verify directly.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School/independent-school leadership plus venue approval,72,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.reginachristianschool.org/; https://www.reginachristianschool.org/,2026-06-26
EVT-121,Saskatoon Christian School,Independent school / no provincial division row,Saskatoon Christian School Grade 12 Graduation,2026-06-26 — Confirmed,"Not publicly available after official graduation, calendar and venue-page checks.",School or event venue not captured from the published notice,Venue/operator not publicly identified because the current ceremony location was not confirmed.,Saskatoon,Estimated 20–150 graduates; verify directly.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School/independent-school leadership plus venue approval,76,Tier 2,"Contact the school office/principal now, confirm the graduation lead and ask whether the venue or division controls retail.",https://www.saskatoonchristianschool.ca/; https://www.saskatoonchristianschool.ca/,2026-06-26
EVT-122,Rosthern Junior College,Independent school / no provincial division row,Rosthern Junior College Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Rosthern,Estimated 20–150 graduates; verify directly.,Estimated 250–900 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Strong: flowers and smaller preorder bundles; inventory should match confirmed attendance.,School/independent-school leadership plus venue approval,75,Tier 2,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://www.rjc.sk.ca/; https://www.rjc.sk.ca/,2026-06-26
EVT-123,Regina Huda School,Independent school / no provincial division row,Regina Huda School Grade 12 Graduation,Estimated annual late May–June timing; no confirmed 2026 or 2027 date was publicly located.,"Not publicly available after official graduation, calendar and venue-page checks.","Not publicly available after official school calendar, graduation-page and venue searches.",Venue/operator not publicly identified because the current ceremony location was not confirmed.,Regina,Estimated 20–150 graduates; verify directly.,Estimated 75–400 guests; confirm with school.,School office / principal routing,Venue contact cannot be finalized until the school confirms the ceremony location.,No current flower or graduation-gift vendor was publicly verified for this school event.,Moderate: preorder-first pilot with limited inventory.,School/independent-school leadership plus venue approval,67,Tier 3,"Call the school office to confirm the next date, venue, graduating class and graduation lead before proposing inventory.",https://reginahudaschool.ca/; https://reginahudaschool.ca/,2026-06-26
